Ticker Symbol,Company Legal Name,Business Description
AOI,Alliance One International Inc,"Alliance One International, Inc. purchases, processes, packs, stores, and ships leaf tobacco for manufacturers of cigarettes and other consumer tobacco products worldwide. It operates through North America and Other Regions segments."
HUBG,Hub Group Inc,"Hub Group, Inc., an asset-light freight transportation management company, provides intermodal, truck brokerage, and logistics services in North America. It operates through two segments, Mode and Hub."
DRI,Darden Restaurants Inc.,"Darden Restaurants, Inc., through its subsidiaries, owns and operates full-service restaurants in the United States and Canada."
TAIT,Taitron Components Inc,"Taitron Components Incorporated engages in the supply of original designed and manufactured (ODM) electronic components, and distribution of brand name electronic components. It distributes discrete semiconductors, commodity integrated circuits"
ISNS,Image Sensing Systems Inc,"Image Sensing Systems, Inc. develops and markets software-based computer enabled detection products for use in traffic, safety, security, police, and parking applications to the intelligent transportation systems industry worldwide. It operates"
EVK,Ever-Glory International Group Inc,"Ever-Glory International Group, Inc. engages in manufacturing, distributing, and retailing apparels primarily in the People's Republic of China, the United States, Europe, the United Kingdom, and Japan. It operates through two segments, Wholesa"
WAB,Wabtec Corp,"Westinghouse Air Brake Technologies Corporation, doing business as Wabtec Corporation, provides technology-based equipment and services for the freight rail and passenger transit vehicle industries worldwide. It operates in two segments, Freigh"
RMD,Resmed Inc,ResMed Inc.
SCKT,Socket Mobile Inc,"Socket Mobile, Inc. produces data capture products for mobile applications used in business mobility markets in the United States, Europe, Asia, and internationally."
CBZ,CBIZ Inc,"CBIZ, Inc., through its subsidiaries, provides professional business services, products, and solutions in the United States and Canada. It offers its services through three practice groups: Financial Services, Benefits and Insurance Services, a"
GVP,GSE Systems Inc,"GSE Systems, Inc. provides simulation, training, and engineering solutions to the power and process industries worldwide. It operates in two segments, Performance Improvement Solutions and Nuclear Industry Training and Consulting."
SNAK,Inventure Foods Inc,"Inventure Foods, Inc. manufactures and markets healthy/natural and indulgent specialty snack food products in the United States and internationally. It operates in two segments, Frozen Products and Snack Products."
THG,Hanover Insurance Group Inc (The),"The Hanover Insurance Group, Inc., through its subsidiaries, provides various property and casualty insurance products and services in the United States and internationally. It operates through four segments: Commercial Lines, Personal Lines, C"
CIVB,Civista Bancshares Inc,"Civista Bancshares, Inc. operates as the holding company for Civista Bank that engages in the community banking business in Ohio. The company's deposit products include noninterest-bearing and interest-bearing demand deposits, money market depo"
OPK,Opko Health Inc,"OPKO Health, Inc., a healthcare company, engages in the diagnostics and pharmaceuticals business in the United States, Ireland, Chile, Spain, Israel, and Mexico."
SYX,Systemax Inc.,Systemax Inc. operates as a direct marketer of brand name and private label products.
IXYS,IXYS Corp,"IXYS Corporation, an integrated semiconductor company, designs, develops, manufactures, and markets semiconductor products worldwide."
DNR,Denbury Resources Inc.,Denbury Resources Inc. operates as an independent oil and natural gas company in the United States. The company primarily focuses on enhanced oil recovery utilizing carbon dioxide.
POOL,Pool Corp,"Pool Corporation distributes swimming pool supplies, equipment, and related leisure products in North America, Europe, South America, and Australia."
WSTG,Wayside Technology Group,"Wayside Technology Group, Inc. operates as an information technology channel company worldwide. It operates in two segments, Lifeboat Distribution and TechXtend."
BTN,Ballantyne Strong Inc,"Ballantyne Strong, Inc. designs, integrates, and installs technology solutions for the retail, financial, government, and cinema markets worldwide. It operates through two segments, Cinema and Digital Media."
WINT,Windtree Therapeutics Inc,"Windtree Therapeutics, Inc., a clinical-stage biotechnology company, focuses on developing novel surfactant therapies for respiratory diseases and other potential applications."
RVP,Retractable Technologies Inc,"Retractable Technologies, Inc. designs, develops, manufactures, and markets safety syringes and other safety medical products for the healthcare industry in the United States and internationally."
TTWO,Take-Two Interactive Software Inc,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games and 2K labels."
HEB,Hemispherx BioPharma Inc.,"Hemispherx Biopharma, Inc., a specialty pharmaceutical company, engages in the clinical development of drug therapies based on natural immune system enhancing technologies for the treatment of viral and immune based chronic disorders in the Uni"
FDEF,First Defiance Financial Corp.,"First Defiance Financial Corp. operates a unitary thrift holding company that provides communities based financial services in northwest Ohio, northeast Indiana, and southeastern Michigan."
BANR,Banner Corp,"Banner Corporation operates as the bank holding company for Banner Bank and Islanders Bank, which provides commercial banking and financial products and services to individuals, businesses, and public sector entities primarily in the United Sta"
FBMS,First Bancshares Inc (The)/MS,"The First Bancshares, Inc. operates as the holding company for The First, A National Banking Association that provides commercial and retail banking services to small to medium-sized businesses, professional concerns, and individuals."
SMSI,Smith Micro Software Inc,"Smith Micro Software, Inc. develops and sells software solutions to simplify and enhance the mobile experience to wireless service providers, device manufacturers, and enterprise businesses in the Americas, Europe, the Middle East, Africa, the"
DO,Diamond Offshore Drilling Inc.,"Diamond Offshore Drilling, Inc. provides contract drilling services to the energy industry worldwide. It provides services in floater market, including ultra-deepwater, deepwater, and mid-water."
